Number,Start date,Start station,End date,End station,Total duration,Total duration (ms),Start datetime,End datetime
138134920,2024-03-25,"Bankside Mix, Bankside",2024-03-25,"Hop Exchange, The Borough",3m 7s,187045,2024-03-25 11:54:00,2024-03-25 11:57:00
138133136,2024-03-25,"Bath Street, St. Luke's",2024-03-25,"Golden Lane, Barbican",3m 10s,190027,2024-03-25 09:58:00,2024-03-25 10:01:00
138133025,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Warwick Row, Westminster",18m 59s,1139058,2024-03-25 09:52:00,2024-03-25 10:11:00
138133026,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Warwick Row, Westminster",18m 55s,1135113,2024-03-25 09:52:00,2024-03-25 10:11:00
138133030,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Warwick Row, Westminster",18m 50s,1130572,2024-03-25 09:53:00,2024-03-25 10:12:00
138133031,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Warwick Row, Westminster",18m 47s,1127784,2024-03-25 09:53:00,2024-03-25 10:11:00
138132354,2024-03-25,"Stamford Street, South Bank",2024-03-25,"Bankside Mix, Bankside",6m 0s,360272,2024-03-25 09:22:00,2024-03-25 09:28:00
138131313,2024-03-25,"Hop Exchange, The Borough",2024-03-25,"Bankside Mix, Bankside",2m 52s,172900,2024-03-25 08:51:00,2024-03-25 08:53:00
138129328,2024-03-25,"Milroy Walk, South Bank",2024-03-25,"Hop Exchange, The Borough",8m 8s,488090,2024-03-25 08:11:00,2024-03-25 08:19:00
138128816,2024-03-25,"Gower Place , Euston",2024-03-25,"Scala Street, Fitzrovia",3m 1s,181516,2024-03-25 07:59:00,2024-03-25 08:02:00
138128090,2024-03-25,"Warwick Row, Westminster",2024-03-25,"Warwick Row, Westminster",3s,3887,2024-03-25 07:38:00,2024-03-25 07:38:00
138128049,2024-03-25,"Warwick Row, Westminster",2024-03-25,"Warwick Row, Westminster",4s,4798,2024-03-25 07:37:00,2024-03-25 07:37:00
138125728,2024-03-24,"Warwick Row, Westminster",2024-03-24,"Tachbrook Street, Victoria",4m 2s,242000,2024-03-24 22:35:00,2024-03-24 22:39:00
138125457,2024-03-24,"Hop Exchange, The Borough",2024-03-24,"Bankside Mix, Bankside",2m 43s,163682,2024-03-24 21:58:00,2024-03-24 22:00:00
138124739,2024-03-24,"Bethnal Green Road, Shoreditch",2024-03-24,"Union Street, The Borough",10m 38s,638938,2024-03-24 20:25:00,2024-03-24 20:36:00
138123160,2024-03-24,"Bath Street, St. Luke's",2024-03-24,"Bath Street, St. Luke's",8m 28s,508622,2024-03-24 18:31:00,2024-03-24 18:40:00
138121242,2024-03-24,"Bethnal Green Road, Shoreditch",2024-03-24,"Bath Street, St. Luke's",8m 2s,482986,2024-03-24 17:19:00,2024-03-24 17:27:00
138121227,2024-03-24,"Bethnal Green Road, Shoreditch",2024-03-24,"Bath Street, St. Luke's",8m 33s,513735,2024-03-24 17:18:00,2024-03-24 17:27:00
138121230,2024-03-24,"Bethnal Green Road, Shoreditch",2024-03-24,"Bath Street, St. Luke's",8m 27s,507035,2024-03-24 17:18:00,2024-03-24 17:27:00
138120617,2024-03-24,"Hop Exchange, The Borough",2024-03-24,"Hampstead Road, Euston",25m 47s,1547192,2024-03-24 16:56:00,2024-03-24 17:22:00
138118172,2024-03-24,"Bath Street, St. Luke's",2024-03-24,"Bath Street, St. Luke's",33m 18s,1998517,2024-03-24 15:30:00,2024-03-24 16:03:00
138116348,2024-03-24,"Scala Street, Fitzrovia",2024-03-24,"Scala Street, Fitzrovia",2h 22m 32s,8552400,2024-03-24 14:27:00,2024-03-24 16:49:00
138112206,2024-03-24,"Hop Exchange, The Borough",2024-03-24,"Union Street, The Borough",1m 39s,99427,2024-03-24 12:03:00,2024-03-24 12:05:00
138109249,2024-03-24,"Union Street, The Borough",2024-03-24,"Hop Exchange, The Borough",2m 1s,121108,2024-03-24 09:26:00,2024-03-24 09:28:00
138107207,2024-03-23,"Bath Street, St. Luke's",2024-03-23,"Bethnal Green Road, Shoreditch",13m 56s,836311,2024-03-23 23:32:00,2024-03-23 23:46:00
138107199,2024-03-23,"Bath Street, St. Luke's",2024-03-23,"Bethnal Green Road, Shoreditch",15m 16s,916065,2024-03-23 23:30:00,2024-03-23 23:45:00
138106995,2024-03-23,"Union Street, The Borough",2024-03-23,"Union Street, The Borough",3s,3271,2024-03-23 23:04:00,2024-03-23 23:04:00
138106960,2024-03-23,"Hop Exchange, The Borough",2024-03-23,"Stamford Street, South Bank",12m 7s,727176,2024-03-23 22:59:00,2024-03-23 23:11:00
138105026,2024-03-23,"Bethnal Green Road, Shoreditch",2024-03-23,"Bath Street, St. Luke's",8m 54s,534433,2024-03-23 19:38:00,2024-03-23 19:46:00
138105000,2024-03-23,"Bethnal Green Road, Shoreditch",2024-03-23,"Bath Street, St. Luke's",10m 42s,642588,2024-03-23 19:36:00,2024-03-23 19:47:00
138104837,2024-03-23,"Hop Exchange, The Borough",2024-03-23,"Bethnal Green Road, Shoreditch",9m 43s,583674,2024-03-23 19:26:00,2024-03-23 19:35:00
138104398,2024-03-23,"Golden Lane, Barbican",2024-03-23,"Milroy Walk, South Bank",12m 15s,735231,2024-03-23 18:56:00,2024-03-23 19:08:00
138101885,2024-03-23,"Union Street, The Borough",2024-03-23,"Union Street, The Borough",3s,3194,2024-03-23 17:07:00,2024-03-23 17:07:00
138100577,2024-03-23,"Bankside Mix, Bankside",2024-03-23,"Union Street, The Borough",3m 38s,218733,2024-03-23 16:17:00,2024-03-23 16:20:00
138097063,2024-03-23,"Bethnal Green Road, Shoreditch",2024-03-23,"Bethnal Green Road, Shoreditch",4m 32s,272109,2024-03-23 13:54:00,2024-03-23 13:58:00
138096277,2024-03-23,"Godliman Street, St. Paul's",2024-03-23,"Godliman Street, St. Paul's",29s,29730,2024-03-23 13:26:00,2024-03-23 13:26:00
138095991,2024-03-23,"Golden Lane, Barbican",2024-03-23,"Bankside Mix, Bankside",18m 59s,1139826,2024-03-23 13:15:00,2024-03-23 13:34:00
138095773,2024-03-23,"Bethnal Green Road, Shoreditch",2024-03-23,"Warwick Row, Westminster",33m 16s,1996230,2024-03-23 13:08:00,2024-03-23 13:41:00
138095263,2024-03-23,"Golden Lane, Barbican",2024-03-23,"Golden Lane, Barbican",1m 51s,111245,2024-03-23 12:49:00,2024-03-23 12:51:00
138095212,2024-03-23,"Gower Place , Euston",2024-03-23,"Hampstead Road, Euston",1m 14s,74255,2024-03-23 12:47:00,2024-03-23 12:48:00
138093955,2024-03-23,"Bankside Mix, Bankside",2024-03-23,"Hop Exchange, The Borough",2m 48s,168539,2024-03-23 12:02:00,2024-03-23 12:05:00
138093072,2024-03-23,"Bath Street, St. Luke's",2024-03-23,"Bath Street, St. Luke's",27s,27230,2024-03-23 11:28:00,2024-03-23 11:29:00
138092289,2024-03-23,"Hop Exchange, The Borough",2024-03-23,"Milroy Walk, South Bank",5m 43s,343718,2024-03-23 10:54:00,2024-03-23 11:00:00
138091617,2024-03-23,"Bath Street, St. Luke's",2024-03-23,"Hampstead Road, Euston",19m 14s,1154332,2024-03-23 10:24:00,2024-03-23 10:43:00
138091580,2024-03-23,"Milroy Walk, South Bank",2024-03-23,"Hop Exchange, The Borough",4m 11s,251260,2024-03-23 10:22:00,2024-03-23 10:26:00
138091332,2024-03-23,"Hop Exchange, The Borough",2024-03-23,"Godliman Street, St. Paul's",11m 35s,695239,2024-03-23 10:11:00,2024-03-23 10:22:00
138090938,2024-03-23,"Stamford Street, South Bank",2024-03-23,"Stamford Street, South Bank",1h 27m 1s,5221310,2024-03-23 09:51:00,2024-03-23 11:18:00
138090815,2024-03-23,"Union Street, The Borough",2024-03-23,"Union Street, The Borough",7s,7674,2024-03-23 09:45:00,2024-03-23 09:45:00
138090226,2024-03-23,"Bath Street, St. Luke's",2024-03-23,"Golden Lane, Barbican",4m 22s,262823,2024-03-23 09:13:00,2024-03-23 09:17:00
138090163,2024-03-23,"Bankside Mix, Bankside",2024-03-23,"Hop Exchange, The Borough",5m 29s,329067,2024-03-23 09:09:00,2024-03-23 09:14:00
138090164,2024-03-23,"Bankside Mix, Bankside",2024-03-23,"Hop Exchange, The Borough",5m 13s,313792,2024-03-23 09:09:00,2024-03-23 09:14:00
138090173,2024-03-23,"Bankside Mix, Bankside",2024-03-23,"Hop Exchange, The Borough",4m 35s,275391,2024-03-23 09:09:00,2024-03-23 09:14:00
138090151,2024-03-23,"Bankside Mix, Bankside",2024-03-23,"Hop Exchange, The Borough",6m 0s,360928,2024-03-23 09:08:00,2024-03-23 09:14:00
138089965,2024-03-23,"Golden Lane, Barbican",2024-03-23,"Bath Street, St. Luke's",3m 51s,231747,2024-03-23 08:53:00,2024-03-23 08:56:00
138088649,2024-03-23,"Hop Exchange, The Borough",2024-03-23,"New Kent Road, The Borough",6m 32s,392811,2024-03-23 03:03:00,2024-03-23 03:10:00
138087049,2024-03-22,"Bethnal Green Road, Shoreditch",2024-03-22,"Golden Lane, Barbican",6m 12s,372881,2024-03-22 22:21:00,2024-03-22 22:27:00
138086585,2024-03-22,"Stamford Street, South Bank",2024-03-22,"Hop Exchange, The Borough",8m 48s,528812,2024-03-22 21:32:00,2024-03-22 21:41:00
138086587,2024-03-22,"Stamford Street, South Bank",2024-03-22,"Hop Exchange, The Borough",8m 41s,521884,2024-03-22 21:32:00,2024-03-22 21:41:00
138085987,2024-03-22,"Hop Exchange, The Borough",2024-03-22,"Hop Exchange, The Borough",57m 47s,3467487,2024-03-22 20:43:00,2024-03-22 21:41:00
138085712,2024-03-22,"Hop Exchange, The Borough",2024-03-22,"Hop Exchange, The Borough",56s,56732,2024-03-22 20:25:00,2024-03-22 20:25:00
138085168,2024-03-22,"New Kent Road, The Borough",2024-03-22,"New Kent Road, The Borough",43s,43290,2024-03-22 19:53:00,2024-03-22 19:53:00
138084953,2024-03-22,"Hop Exchange, The Borough",2024-03-22,"Hop Exchange, The Borough",1h 0m 27s,3627662,2024-03-22 19:42:00,2024-03-22 20:43:00
138082885,2024-03-22,"Scala Street, Fitzrovia",2024-03-22,"Hop Exchange, The Borough",18m 44s,1124586,2024-03-22 18:29:00,2024-03-22 18:48:00
138080939,2024-03-22,"Tachbrook Street, Victoria",2024-03-22,"Tachbrook Street, Victoria",17m 25s,1045217,2024-03-22 17:43:00,2024-03-22 18:00:00
138080645,2024-03-22,"Hop Exchange, The Borough",2024-03-22,"Bath Street, St. Luke's",17m 16s,1036859,2024-03-22 17:36:00,2024-03-22 17:53:00
138079592,2024-03-22,"Warwick Row, Westminster",2024-03-22,"Warwick Row, Westminster",47m 1s,2821528,2024-03-22 17:12:00,2024-03-22 17:59:00
138079612,2024-03-22,"Warwick Row, Westminster",2024-03-22,"Warwick Row, Westminster",46m 24s,2784083,2024-03-22 17:12:00,2024-03-22 17:59:00
138079216,2024-03-22,"Godliman Street, St. Paul's",2024-03-22,"Milroy Walk, South Bank",6m 29s,389640,2024-03-22 17:03:00,2024-03-22 17:09:00
138078767,2024-03-22,"Stamford Street, South Bank",2024-03-22,"Hop Exchange, The Borough",6m 31s,391399,2024-03-22 16:47:00,2024-03-22 16:54:00
138078083,2024-03-22,"Stamford Street, South Bank",2024-03-22,"Bethnal Green Road, Shoreditch",18m 39s,1119552,2024-03-22 16:23:00,2024-03-22 16:42:00
138076815,2024-03-22,"Hop Exchange, The Borough",2024-03-22,"Godliman Street, St. Paul's",5m 35s,335080,2024-03-22 15:25:00,2024-03-22 15:31:00
138076460,2024-03-22,"Godliman Street, St. Paul's",2024-03-22,"Hop Exchange, The Borough",5m 30s,330607,2024-03-22 15:07:00,2024-03-22 15:12:00
138072535,2024-03-22,"New Kent Road, The Borough",2024-03-22,"Hop Exchange, The Borough",20m 41s,1241507,2024-03-22 10:59:00,2024-03-22 11:20:00
138071771,2024-03-22,"Tachbrook Street, Victoria",2024-03-22,"New Kent Road, The Borough",13m 47s,827644,2024-03-22 10:09:00,2024-03-22 10:23:00
138070655,2024-03-22,"Stamford Street, South Bank",2024-03-22,"Hop Exchange, The Borough",6m 55s,415779,2024-03-22 09:19:00,2024-03-22 09:26:00
138070086,2024-03-22,"Bethnal Green Road, Shoreditch",2024-03-22,"Bethnal Green Road, Shoreditch",11m 21s,681944,2024-03-22 08:59:00,2024-03-22 09:10:00
138067401,2024-03-22,"Union Street, The Borough",2024-03-22,"Union Street, The Borough",15m 19s,919328,2024-03-22 07:45:00,2024-03-22 08:00:00
138064277,2024-03-21,"Warwick Row, Westminster",2024-03-21,"Hampstead Road, Euston",14m 46s,886790,2024-03-21 22:15:00,2024-03-21 22:30:00
138064081,2024-03-21,"Milroy Walk, South Bank",2024-03-21,"Milroy Walk, South Bank",10m 14s,614927,2024-03-21 22:02:00,2024-03-21 22:12:00
138063972,2024-03-21,"Hop Exchange, The Borough",2024-03-21,"Union Street, The Borough",2m 53s,173892,2024-03-21 21:55:00,2024-03-21 21:58:00
138061324,2024-03-21,"Golden Lane, Barbican",2024-03-21,"Bankside Mix, Bankside",12m 7s,727561,2024-03-21 19:30:00,2024-03-21 19:42:00
138061085,2024-03-21,"New Kent Road, The Borough",2024-03-21,"New Kent Road, The Borough",2h 2m 18s,7338630,2024-03-21 19:22:00,2024-03-21 21:25:00
138061088,2024-03-21,"New Kent Road, The Borough",2024-03-21,"New Kent Road, The Borough",2h 1m 52s,7312821,2024-03-21 19:22:00,2024-03-21 21:24:00
138061089,2024-03-21,"New Kent Road, The Borough",2024-03-21,"New Kent Road, The Borough",2h 1m 56s,7316829,2024-03-21 19:22:00,2024-03-21 21:24:00
138060902,2024-03-21,"Bath Street, St. Luke's",2024-03-21,"Bath Street, St. Luke's",26m 2s,1562866,2024-03-21 19:17:00,2024-03-21 19:43:00
138058902,2024-03-21,"Bethnal Green Road, Shoreditch",2024-03-21,"Bath Street, St. Luke's",8m 29s,509099,2024-03-21 18:26:00,2024-03-21 18:34:00
138058802,2024-03-21,"Godliman Street, St. Paul's",2024-03-21,"Stamford Street, South Bank",8m 51s,531413,2024-03-21 18:23:00,2024-03-21 18:32:00
138056528,2024-03-21,"Godliman Street, St. Paul's",2024-03-21,"Bethnal Green Road, Shoreditch",15m 14s,914435,2024-03-21 17:41:00,2024-03-21 17:57:00
138056457,2024-03-21,"Bethnal Green Road, Shoreditch",2024-03-21,"Bethnal Green Road, Shoreditch",28m 52s,1732175,2024-03-21 17:40:00,2024-03-21 18:09:00
138055985,2024-03-21,"Hop Exchange, The Borough",2024-03-21,"Milroy Walk, South Bank",6m 0s,360067,2024-03-21 17:32:00,2024-03-21 17:38:00
138055803,2024-03-21,"Godliman Street, St. Paul's",2024-03-21,"Godliman Street, St. Paul's",27s,27955,2024-03-21 17:28:00,2024-03-21 17:29:00
138054868,2024-03-21,"Bankside Mix, Bankside",2024-03-21,"Hop Exchange, The Borough",2m 48s,168716,2024-03-21 17:08:00,2024-03-21 17:10:00
138053782,2024-03-21,"Bath Street, St. Luke's",2024-03-21,"Milroy Walk, South Bank",14m 44s,884506,2024-03-21 16:33:00,2024-03-21 16:48:00
138053590,2024-03-21,"Hop Exchange, The Borough",2024-03-21,"Hop Exchange, The Borough",57m 17s,3437998,2024-03-21 16:27:00,2024-03-21 17:25:00
138053559,2024-03-21,"Bankside Mix, Bankside",2024-03-21,"Bankside Mix, Bankside",9s,9487,2024-03-21 16:26:00,2024-03-21 16:26:00
138053179,2024-03-21,"Hampstead Road, Euston",2024-03-21,"Hampstead Road, Euston",28m 7s,1687112,2024-03-21 16:13:00,2024-03-21 16:42:00
138049953,2024-03-21,"Bankside Mix, Bankside",2024-03-21,"Hop Exchange, The Borough",2m 57s,177356,2024-03-21 13:42:00,2024-03-21 13:45:00
138049690,2024-03-21,"Milroy Walk, South Bank",2024-03-21,"Bath Street, St. Luke's",17m 19s,1039419,2024-03-21 13:28:00,2024-03-21 13:45:00
138049456,2024-03-21,"Bethnal Green Road, Shoreditch",2024-03-21,"Bath Street, St. Luke's",10m 57s,657277,2024-03-21 13:17:00,2024-03-21 13:28:00
138049135,2024-03-21,"Stamford Street, South Bank",2024-03-21,"Milroy Walk, South Bank",20m 0s,1200646,2024-03-21 13:02:00,2024-03-21 13:22:00
138048954,2024-03-21,"Bankside Mix, Bankside",2024-03-21,"Bankside Mix, Bankside",27m 11s,1631424,2024-03-21 12:54:00,2024-03-21 13:21:00
138048898,2024-03-21,"Hop Exchange, The Borough",2024-03-21,"Stamford Street, South Bank",6m 7s,367212,2024-03-21 12:51:00,2024-03-21 12:57:00
138048893,2024-03-21,"New Kent Road, The Borough",2024-03-21,"Hop Exchange, The Borough",4m 56s,296651,2024-03-21 12:51:00,2024-03-21 12:56:00
138048567,2024-03-21,"Scala Street, Fitzrovia",2024-03-21,"Scala Street, Fitzrovia",20m 50s,1250805,2024-03-21 12:35:00,2024-03-21 12:56:00
138047779,2024-03-21,"Union Street, The Borough",2024-03-21,"Stamford Street, South Bank",7m 44s,464058,2024-03-21 11:57:00,2024-03-21 12:05:00
138046943,2024-03-21,"Bankside Mix, Bankside",2024-03-21,"Stamford Street, South Bank",5m 15s,315119,2024-03-21 11:12:00,2024-03-21 11:17:00
138045960,2024-03-21,"Bethnal Green Road, Shoreditch",2024-03-21,"Bethnal Green Road, Shoreditch",30m 22s,1822290,2024-03-21 10:21:00,2024-03-21 10:51:00
138044631,2024-03-21,"Stamford Street, South Bank",2024-03-21,"Milroy Walk, South Bank",2m 54s,174605,2024-03-21 09:24:00,2024-03-21 09:27:00
138043587,2024-03-21,"Stamford Street, South Bank",2024-03-21,"Hop Exchange, The Borough",8m 39s,519919,2024-03-21 09:00:00,2024-03-21 09:08:00
138043370,2024-03-21,"Union Street, The Borough",2024-03-21,"Hop Exchange, The Borough",2m 31s,151874,2024-03-21 08:55:00,2024-03-21 08:57:00
138042631,2024-03-21,"Stamford Street, South Bank",2024-03-21,"Hop Exchange, The Borough",5m 46s,346520,2024-03-21 08:44:00,2024-03-21 08:50:00
138040207,2024-03-21,"Gower Place , Euston",2024-03-21,"Scala Street, Fitzrovia",2m 58s,178448,2024-03-21 08:07:00,2024-03-21 08:10:00
138039175,2024-03-21,"Hampstead Road, Euston",2024-03-21,"Bankside Mix, Bankside",22m 17s,1337590,2024-03-21 07:46:00,2024-03-21 08:08:00
138039119,2024-03-21,"Union Street, The Borough",2024-03-21,"Milroy Walk, South Bank",5m 18s,318630,2024-03-21 07:45:00,2024-03-21 07:50:00
138037243,2024-03-21,"New Kent Road, The Borough",2024-03-21,"Hop Exchange, The Borough",4m 41s,281577,2024-03-21 06:16:00,2024-03-21 06:21:00
138033556,2024-03-20,"Bath Street, St. Luke's",2024-03-20,"Bath Street, St. Luke's",41m 57s,2517833,2024-03-20 20:09:00,2024-03-20 20:51:00
138031514,2024-03-20,"Bankside Mix, Bankside",2024-03-20,"Bankside Mix, Bankside",55s,55464,2024-03-20 19:02:00,2024-03-20 19:03:00
138031175,2024-03-20,"Scala Street, Fitzrovia",2024-03-20,"Bankside Mix, Bankside",17m 59s,1079355,2024-03-20 18:54:00,2024-03-20 19:12:00
138031033,2024-03-20,"Bethnal Green Road, Shoreditch",2024-03-20,"Stamford Street, South Bank",15m 59s,959285,2024-03-20 18:50:00,2024-03-20 19:06:00
138029926,2024-03-20,"Hop Exchange, The Borough",2024-03-20,"Hop Exchange, The Borough",1h 59m 19s,7159179,2024-03-20 18:28:00,2024-03-20 20:27:00
138028899,2024-03-20,"Bath Street, St. Luke's",2024-03-20,"Bath Street, St. Luke's",3s,3557,2024-03-20 18:08:00,2024-03-20 18:08:00
138028538,2024-03-20,"Bethnal Green Road, Shoreditch",2024-03-20,"Milroy Walk, South Bank",22m 2s,1322784,2024-03-20 18:02:00,2024-03-20 18:24:00
138027969,2024-03-20,"Milroy Walk, South Bank",2024-03-20,"Warwick Row, Westminster",22m 44s,1364765,2024-03-20 17:52:00,2024-03-20 18:15:00
138027743,2024-03-20,"Stamford Street, South Bank",2024-03-20,"Warwick Row, Westminster",15m 19s,919170,2024-03-20 17:48:00,2024-03-20 18:04:00
138025605,2024-03-20,"Hop Exchange, The Borough",2024-03-20,"New Kent Road, The Borough",6m 7s,367719,2024-03-20 17:11:00,2024-03-20 17:17:00
138025024,2024-03-20,"Hop Exchange, The Borough",2024-03-20,"Stamford Street, South Bank",5m 16s,316243,2024-03-20 16:59:00,2024-03-20 17:04:00
138024768,2024-03-20,"Hop Exchange, The Borough",2024-03-20,"Hop Exchange, The Borough",38m 41s,2321232,2024-03-20 16:51:00,2024-03-20 17:30:00
138021932,2024-03-20,"Bethnal Green Road, Shoreditch",2024-03-20,"Union Street, The Borough",21m 39s,1299523,2024-03-20 14:56:00,2024-03-20 15:18:00
138021562,2024-03-20,"Gower Place , Euston",2024-03-20,"Milroy Walk, South Bank",14m 11s,851136,2024-03-20 14:38:00,2024-03-20 14:52:00
138021050,2024-03-20,"Stamford Street, South Bank",2024-03-20,"Hop Exchange, The Borough",6m 54s,414622,2024-03-20 14:12:00,2024-03-20 14:19:00
138020964,2024-03-20,"Bankside Mix, Bankside",2024-03-20,"Bankside Mix, Bankside",18m 32s,1112810,2024-03-20 14:07:00,2024-03-20 14:25:00
138020194,2024-03-20,"Godliman Street, St. Paul's",2024-03-20,"Stamford Street, South Bank",21m 1s,1261401,2024-03-20 13:29:00,2024-03-20 13:50:00
138018881,2024-03-20,"Hop Exchange, The Borough",2024-03-20,"New Kent Road, The Borough",5m 10s,310540,2024-03-20 12:26:00,2024-03-20 12:31:00
138018631,2024-03-20,"Gower Place , Euston",2024-03-20,"Bethnal Green Road, Shoreditch",18m 44s,1124843,2024-03-20 12:16:00,2024-03-20 12:34:00
138015851,2024-03-20,"Bethnal Green Road, Shoreditch",2024-03-20,"Bethnal Green Road, Shoreditch",9s,9346,2024-03-20 09:45:00,2024-03-20 09:46:00
138015527,2024-03-20,"Stamford Street, South Bank",2024-03-20,"Hop Exchange, The Borough",8m 41s,521481,2024-03-20 09:34:00,2024-03-20 09:43:00
138014345,2024-03-20,"Bethnal Green Road, Shoreditch",2024-03-20,"Golden Lane, Barbican",9m 24s,564972,2024-03-20 09:03:00,2024-03-20 09:12:00
138014286,2024-03-20,"Milroy Walk, South Bank",2024-03-20,"Hop Exchange, The Borough",5m 21s,321244,2024-03-20 09:02:00,2024-03-20 09:07:00
138012228,2024-03-20,"Golden Lane, Barbican",2024-03-20,"Bethnal Green Road, Shoreditch",9m 30s,570122,2024-03-20 08:28:00,2024-03-20 08:38:00
138008403,2024-03-20,"New Kent Road, The Borough",2024-03-20,"Hop Exchange, The Borough",4m 21s,261067,2024-03-20 06:30:00,2024-03-20 06:34:00
138007045,2024-03-19,"Hop Exchange, The Borough",2024-03-19,"Bankside Mix, Bankside",2m 14s,134530,2024-03-19 22:25:00,2024-03-19 22:27:00
138006803,2024-03-19,"Hop Exchange, The Borough",2024-03-19,"New Kent Road, The Borough",6m 0s,360936,2024-03-19 22:05:00,2024-03-19 22:11:00
138006471,2024-03-19,"Bethnal Green Road, Shoreditch",2024-03-19,"Golden Lane, Barbican",9m 1s,541251,2024-03-19 21:38:00,2024-03-19 21:47:00
138005676,2024-03-19,"Hop Exchange, The Borough",2024-03-19,"Hop Exchange, The Borough",1h 3m 46s,3826095,2024-03-19 20:44:00,2024-03-19 21:48:00
138005656,2024-03-19,"Gower Place , Euston",2024-03-19,"Gower Place , Euston",8s,8704,2024-03-19 20:43:00,2024-03-19 20:43:00
138005507,2024-03-19,"Golden Lane, Barbican",2024-03-19,"Bath Street, St. Luke's",3m 34s,214737,2024-03-19 20:34:00,2024-03-19 20:38:00
138005327,2024-03-19,"Godliman Street, St. Paul's",2024-03-19,"Godliman Street, St. Paul's",1m 21s,81435,2024-03-19 20:25:00,2024-03-19 20:26:00
